Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/01 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;5.44)=,13,15,19,25,34,50,74,128,243,410
(11.00;6.33)=,12,15,18,23,32,47,69,119,229,402
(11.00;7.22)=,12,14,17,22,29,41,59,100,190,351
(11.00;8.11)=,11,13,15,19,25,34,46,72,124,186
(11.00;9.00)=,11,12,14,17,21,27,34,47,64,54
 01/27 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,3,3,3,4,5,6,8,11,15,12
(11.00;1.89)=,3,3,4,4,6,8,11,18,32,53
(11.00;2.78)=,3,3,4,5,7,9,14,25,51,107
(11.00;3.67)=,3,3,4,5,7,11,17,30,63,124
(11.00;4.56)=,3,3,4,6,8,11,18,32,67,127
(11.00;5.44)=,3,4,4,6,8,11,18,32,67,127
(11.00;6.33)=,3,3,4,5,7,11,17,30,64,125
(11.00;7.22)=,3,3,4,5,7,10,15,26,54,111
(11.00;8.11)=,3,3,4,5,6,8,12,19,35,59
(11.00;9.00)=,3,3,3,4,5,6,9,12,18,15
 01/27 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,0,0,0,0
(11.00;1.89)=,0,0,0,0,0,0,0,0,1,1
(11.00;2.78)=,0,0,0,0,0,0,0,0,1,3
(11.00;3.67)=,0,0,0,0,0,0,0,1,1,3
(11.00;4.56)=,0,0,0,0,0,0,0,1,2,3
(11.00;5.44)=,0,0,0,0,0,0,0,1,2,3
(11.00;6.33)=,0,0,0,0,0,0,0,1,1,3
(11.00;7.22)=,0,0,0,0,0,0,0,1,1,3
(11.00;8.11)=,0,0,0,0,0,0,0,0,1,1
(11.00;9.00)=,0,0,0,0,0,0,0,0,0,0
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/28 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,8,8,9,9,10,11,12,14,11
(11.00;1.89)=,8,8,9,9,11,12,14,19,27,34
(11.00;2.78)=,8,9,9,11,12,15,20,30,56,555
(11.00;3.67)=,9,9,10,12,15,19,27,47,530,581
(11.00;4.56)=,9,10,11,13,17,24,478,500,539,584
(11.00;5.44)=,9,11,12,15,462,471,482,503,541,584
(11.00;6.33)=,10,11,13,16,464,472,482,503,540,583
(11.00;7.22)=,10,12,14,16,464,471,481,500,535,577
(11.00;8.11)=,10,12,14,16,463,469,478,493,518,542
(11.00;9.00)=,10,12,13,15,461,466,472,479,485,24
 01/28 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,71,72,74,76,80,84,89,97,105,92
(11.00;1.89)=,72,74,77,80,86,96,107,131,175,218
(11.00;2.78)=,74,76,80,86,95,111,135,192,331,3625
(11.00;3.67)=,76,79,84,92,106,131,172,272,3472,9155
(11.00;4.56)=,78,82,89,99,118,153,3171,3295,8869,9174
(11.00;5.44)=,79,85,93,106,3090,3131,3193,3319,8887,9178
(11.00;6.33)=,81,87,97,112,3097,3138,3199,3321,8883,9172
(11.00;7.22)=,83,89,99,114,3098,3137,3194,3306,8854,9138
(11.00;8.11)=,84,90,99,113,3094,3129,3177,3268,8766,8944
(11.00;9.00)=,84,89,97,109,3087,3113,3147,3201,8590,202
 01/28 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,56,57,59,61,64,68,73,81,89,78
(11.00;1.89)=,57,59,61,64,69,77,87,107,146,187
(11.00;2.78)=,58,60,63,68,75,87,106,149,259,536
(11.00;3.67)=,59,62,66,72,82,100,129,201,393,16769
(11.00;4.56)=,61,64,68,76,88,112,151,245,7800,8124
(11.00;5.44)=,62,65,70,79,94,121,167,268,7821,8127
(11.00;6.33)=,62,66,72,82,98,126,173,272,7820,8120
(11.00;7.22)=,63,67,73,83,99,126,170,261,7795,8088
(11.00;8.11)=,63,67,73,82,97,121,158,233,7726,7928
(11.00;9.00)=,63,67,72,80,92,111,139,188,7601,221
 01/28 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,31,32,33,35,38,42,47,55,64,54
(11.00;1.89)=,31,33,35,37,42,49,58,77,113,153
(11.00;2.78)=,32,34,36,40,46,57,72,108,196,405
(11.00;3.67)=,33,35,38,43,51,65,88,142,281,9727
(11.00;4.56)=,33,36,39,45,55,72,101,168,332,611
(11.00;5.44)=,34,37,41,47,58,77,109,182,351,613
(11.00;6.33)=,34,37,41,48,59,79,112,184,349,607
(11.00;7.22)=,35,37,42,48,59,78,109,175,325,575
(11.00;8.11)=,35,37,41,47,57,74,100,153,268,436
(11.00;9.00)=,34,37,40,46,54,67,86,121,181,177
 01/28 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,17,18,20,23,27,32,40,50,41
(11.00;1.89)=,16,18,20,22,26,33,42,60,94,132
(11.00;2.78)=,17,19,21,24,30,39,53,83,156,311
(11.00;3.67)=,17,19,22,26,33,45,63,106,210,420
(11.00;4.56)=,18,20,23,27,35,49,71,122,241,444
(11.00;5.44)=,18,20,23,28,37,52,75,129,253,447
(11.00;6.33)=,18,20,23,29,37,52,75,128,248,441
(11.00;7.22)=,18,20,23,28,36,50,71,118,225,408
(11.00;8.11)=,18,20,23,27,34,45,63,99,177,287
(11.00;9.00)=,18,19,22,26,31,40,53,75,114,114
 01/28 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,14,16,18,21,25,30,38,49,39
(11.00;1.89)=,14,15,17,19,23,30,39,56,89,126
(11.00;2.78)=,14,16,18,21,26,35,48,76,139,262
(11.00;3.67)=,14,16,18,22,28,39,55,92,176,331
(11.00;4.56)=,15,16,19,23,30,42,60,102,196,348
(11.00;5.44)=,15,16,19,23,30,43,62,105,202,350
(11.00;6.33)=,15,16,19,23,30,42,60,102,195,343
(11.00;7.22)=,14,16,19,22,28,39,55,90,170,309
(11.00;8.11)=,14,16,18,21,26,35,47,73,127,200
(11.00;9.00)=,14,15,17,20,24,30,38,54,79,76
 01/28 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,12,13,15,17,20,25,30,39,49,39
(11.00;1.89)=,13,14,16,19,23,30,39,56,90,127
(11.00;2.78)=,13,15,17,20,26,35,47,74,134,240
(11.00;3.67)=,13,15,17,21,27,38,53,88,163,289
(11.00;4.56)=,14,15,18,22,28,40,57,95,176,300
(11.00;5.44)=,13,15,18,22,28,40,57,96,179,301
(11.00;6.33)=,13,15,17,21,27,38,54,90,169,295
(11.00;7.22)=,13,14,17,20,25,34,48,77,143,259
(11.00;8.11)=,13,14,16,18,23,30,39,60,100,152
(11.00;9.00)=,12,13,15,17,20,25,31,42,59,55
 01/28 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,12,14,16,19,24,29,38,48,37
(11.00;1.89)=,11,13,15,18,22,29,38,56,90,127
(11.00;2.78)=,12,13,16,19,24,34,46,73,131,229
(11.00;3.67)=,12,14,16,20,26,37,52,85,156,265
(11.00;4.56)=,12,14,16,20,27,38,54,90,166,273
(11.00;5.44)=,12,14,16,20,26,38,54,90,166,274
(11.00;6.33)=,12,13,16,19,25,35,50,83,156,267
(11.00;7.22)=,11,13,15,18,23,31,43,70,128,231
(11.00;8.11)=,11,12,14,16,20,26,34,51,84,124
(11.00;9.00)=,10,11,13,14,17,21,26,35,47,41
 01/28 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,13,16,20,25,33,42,32
(11.00;1.89)=,9,10,12,15,19,25,33,51,82,116
(11.00;2.78)=,9,11,13,16,21,30,41,67,120,206
(11.00;3.67)=,9,11,13,17,23,33,46,77,140,234
(11.00;4.56)=,9,11,13,17,23,34,49,81,148,240
(11.00;5.44)=,9,11,13,17,23,33,48,80,147,240
(11.00;6.33)=,9,11,13,16,21,31,44,74,138,234
(11.00;7.22)=,9,10,12,15,19,27,37,60,112,202
(11.00;8.11)=,8,9,11,13,16,22,29,43,70,101
(11.00;9.00)=,8,9,10,11,14,17,21,28,36,29
 01/28 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,5,5,6,8,10,13,16,21,28,20
(11.00;1.89)=,5,6,7,9,12,16,22,34,56,79
(11.00;2.78)=,5,6,8,10,13,19,28,45,83,143
(11.00;3.67)=,5,6,8,11,15,22,31,53,97,161
(11.00;4.56)=,5,6,8,11,15,23,33,56,102,164
(11.00;5.44)=,5,6,8,11,15,22,32,55,101,164
(11.00;6.33)=,5,6,8,10,14,20,29,50,94,160
(11.00;7.22)=,5,6,7,9,12,17,25,41,76,138
(11.00;8.11)=,4,5,6,8,10,14,19,28,47,66
(11.00;9.00)=,4,5,5,7,8,10,13,17,22,17
 01/28 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,1,1,1,1
(11.00;1.89)=,0,0,0,0,0,1,1,1,2,3
(11.00;2.78)=,0,0,0,0,0,1,1,2,3,5
(11.00;3.67)=,0,0,0,0,1,1,1,2,4,6
(11.00;4.56)=,0,0,0,0,1,1,1,2,4,6
(11.00;5.44)=,0,0,0,0,1,1,1,2,4,6
(11.00;6.33)=,0,0,0,0,1,1,1,2,4,6
(11.00;7.22)=,0,0,0,0,0,1,1,2,3,5
(11.00;8.11)=,0,0,0,0,0,1,1,1,2,2
(11.00;9.00)=,0,0,0,0,0,0,0,1,1,1
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/29 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,8,8,9,9,10,11,12,10
(11.00;1.89)=,8,8,8,9,10,11,12,16,22,27
(11.00;2.78)=,8,8,9,10,11,13,16,24,42,553
(11.00;3.67)=,8,9,9,10,12,16,21,35,535,571
(11.00;4.56)=,8,9,10,11,14,19,499,514,542,573
(11.00;5.44)=,9,9,11,12,488,493,501,516,543,573
(11.00;6.33)=,9,10,11,13,489,494,502,516,542,572
(11.00;7.22)=,9,10,11,13,489,494,501,514,538,568
(11.00;8.11)=,9,10,11,13,488,492,498,508,526,542
(11.00;9.00)=,9,10,11,13,487,490,494,499,503,18
 01/29 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,69,70,71,73,75,79,83,88,94,84
(11.00;1.89)=,70,71,73,76,80,87,96,113,146,177
(11.00;2.78)=,71,73,76,80,87,99,116,158,261,3544
(11.00;3.67)=,72,75,79,85,95,113,143,217,3431,9135
(11.00;4.56)=,74,77,82,90,104,129,3208,3300,8923,9150
(11.00;5.44)=,75,79,85,95,3149,3179,3225,3318,8936,9152
(11.00;6.33)=,77,81,88,99,3154,3185,3230,3319,8933,9148
(11.00;7.22)=,78,82,89,100,3155,3184,3226,3308,8912,9123
(11.00;8.11)=,78,83,90,100,3152,3177,3213,3280,8847,8980
(11.00;9.00)=,78,82,88,97,3147,3166,3191,3231,8718,167
 01/29 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,57,58,59,61,64,68,73,80,88,77
(11.00;1.89)=,57,59,61,64,69,76,86,106,143,183
(11.00;2.78)=,59,60,63,68,75,87,105,147,253,521
(11.00;3.67)=,60,62,66,71,81,99,127,196,383,16958
(11.00;4.56)=,61,64,68,75,88,110,148,239,7896,8210
(11.00;5.44)=,62,65,70,79,93,119,163,261,7917,8213
(11.00;6.33)=,62,66,72,81,97,124,170,265,7915,8206
(11.00;7.22)=,63,67,73,82,98,124,167,255,7892,8175
(11.00;8.11)=,63,67,73,82,96,119,155,228,7825,8020
(11.00;9.00)=,63,67,72,80,91,109,137,184,7704,216
 01/29 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,30,31,33,34,37,41,45,53,62,52
(11.00;1.89)=,31,32,34,37,41,47,56,74,108,145
(11.00;2.78)=,32,33,35,39,45,55,69,103,185,381
(11.00;3.67)=,32,34,37,42,49,62,83,134,265,9743
(11.00;4.56)=,33,35,38,44,53,69,96,159,313,574
(11.00;5.44)=,33,36,40,46,56,74,104,172,330,576
(11.00;6.33)=,34,36,40,47,57,76,107,174,328,570
(11.00;7.22)=,34,36,40,47,57,75,104,165,306,540
(11.00;8.11)=,34,36,40,46,55,71,95,144,253,410
(11.00;9.00)=,34,36,39,44,52,64,82,115,171,168
 01/29 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,17,18,20,22,25,30,36,46,57,46
(11.00;1.89)=,18,19,21,24,29,37,47,68,107,152
(11.00;2.78)=,18,20,23,27,33,44,59,95,178,357
(11.00;3.67)=,19,21,24,29,36,50,71,121,240,481
(11.00;4.56)=,19,21,25,30,39,55,80,139,276,508
(11.00;5.44)=,19,22,25,31,41,58,85,147,288,511
(11.00;6.33)=,20,22,26,31,41,58,85,146,283,504
(11.00;7.22)=,20,22,25,31,40,56,80,134,256,465
(11.00;8.11)=,19,22,25,30,38,51,71,112,200,326
(11.00;9.00)=,19,21,24,28,34,44,59,85,129,128
 01/29 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,20,22,25,29,35,43,53,70,90,71
(11.00;1.89)=,21,23,27,32,40,53,70,105,171,246
(11.00;2.78)=,22,25,29,35,46,64,89,145,272,524
(11.00;3.67)=,22,26,30,38,51,72,104,179,351,671
(11.00;4.56)=,23,26,31,40,54,78,115,200,392,706
(11.00;5.44)=,23,26,32,41,55,80,119,208,405,711
(11.00;6.33)=,23,26,32,40,54,78,116,201,392,699
(11.00;7.22)=,22,26,31,38,51,73,106,179,344,631
(11.00;8.11)=,22,25,29,36,47,64,90,144,256,411
(11.00;9.00)=,21,24,28,33,41,55,72,105,158,155
 01/29 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,20,22,25,30,36,46,57,76,98,76
(11.00;1.89)=,21,23,27,33,42,57,76,115,189,271
(11.00;2.78)=,21,25,29,37,48,68,95,156,291,544
(11.00;3.67)=,22,26,31,39,53,77,111,189,364,672
(11.00;4.56)=,22,26,32,41,56,82,120,207,400,703
(11.00;5.44)=,22,26,32,41,56,83,122,212,409,707
(11.00;6.33)=,22,26,31,40,54,79,117,202,391,694
(11.00;7.22)=,22,25,30,38,50,72,104,175,336,618
(11.00;8.11)=,21,24,28,35,45,62,86,136,240,377
(11.00;9.00)=,20,23,26,31,39,51,67,96,142,136
 01/29 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,18,21,25,30,38,48,65,85,65
(11.00;1.89)=,17,19,23,28,36,48,65,101,169,250
(11.00;2.78)=,18,20,25,31,41,58,83,138,264,503
(11.00;3.67)=,18,21,26,33,45,65,96,166,325,601
(11.00;4.56)=,18,22,27,34,47,70,104,181,352,622
(11.00;5.44)=,18,22,27,34,47,70,105,183,357,624
(11.00;6.33)=,18,21,26,33,45,67,99,173,340,613
(11.00;7.22)=,18,20,25,31,42,60,87,148,289,545
(11.00;8.11)=,17,19,23,28,37,50,70,111,198,313
(11.00;9.00)=,16,18,21,25,31,41,53,75,109,98
 01/29 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,13,15,18,22,29,36,49,64,48
(11.00;1.89)=,12,14,17,20,27,36,49,76,128,189
(11.00;2.78)=,13,15,18,23,31,44,62,104,197,366
(11.00;3.67)=,13,15,19,24,33,49,72,124,238,426
(11.00;4.56)=,13,16,19,25,35,52,77,133,255,438
(11.00;5.44)=,13,16,19,25,35,52,77,133,256,439
(11.00;6.33)=,13,15,19,24,33,48,72,124,242,431
(11.00;7.22)=,12,14,17,22,30,43,62,104,202,379
(11.00;8.11)=,12,13,16,20,26,35,49,76,133,204
(11.00;9.00)=,11,12,14,17,22,28,36,50,69,59
 01/29 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,5,6,7,9,11,14,18,24,32,23
(11.00;1.89)=,6,7,8,10,13,18,25,39,65,94
(11.00;2.78)=,6,7,9,11,15,22,32,53,98,176
(11.00;3.67)=,6,7,9,12,17,25,36,62,117,201
(11.00;4.56)=,6,7,9,12,17,26,39,66,124,206
(11.00;5.44)=,6,7,9,12,17,26,38,66,124,206
(11.00;6.33)=,6,7,9,12,16,24,35,61,116,202
(11.00;7.22)=,6,7,8,11,14,21,30,50,96,176
(11.00;8.11)=,5,6,7,9,12,17,23,36,60,89
(11.00;9.00)=,5,6,7,8,10,13,16,22,30,24
 01/29 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,1,1,1,1,2,1
(11.00;1.89)=,0,0,0,1,1,1,1,2,4,5
(11.00;2.78)=,0,0,0,1,1,1,2,3,6,10
(11.00;3.67)=,0,0,1,1,1,1,2,3,7,11
(11.00;4.56)=,0,0,1,1,1,1,2,4,7,11
(11.00;5.44)=,0,0,1,1,1,1,2,4,7,11
(11.00;6.33)=,0,0,0,1,1,1,2,3,6,11
(11.00;7.22)=,0,0,0,1,1,1,2,3,5,10
(11.00;8.11)=,0,0,0,1,1,1,1,2,3,5
(11.00;9.00)=,0,0,0,0,1,1,1,1,2,1
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/30 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,1,1,2,2,2,3,4,5,8,6
(11.00;1.89)=,1,2,2,2,3,4,6,9,18,30
(11.00;2.78)=,1,2,2,3,3,5,7,13,29,64
(11.00;3.67)=,1,2,2,3,4,6,9,16,36,73
(11.00;4.56)=,2,2,2,3,4,6,10,18,39,74
(11.00;5.44)=,2,2,2,3,4,6,10,18,39,74
(11.00;6.33)=,2,2,2,3,4,6,9,17,37,73
(11.00;7.22)=,1,2,2,3,4,5,8,15,32,66
(11.00;8.11)=,1,2,2,2,3,4,7,11,21,35
(11.00;9.00)=,1,2,2,2,3,3,5,7,10,7
 01/30 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,9,11,13,16,21,29,41,32
(11.00;1.89)=,8,9,10,12,16,21,31,50,98,170
(11.00;2.78)=,8,10,11,14,18,26,42,76,172,413
(11.00;3.67)=,9,10,12,16,21,31,51,95,239,514
(11.00;4.56)=,9,11,13,17,23,34,78,127,293,521
(11.00;5.44)=,9,11,13,17,45,56,79,129,296,521
(11.00;6.33)=,9,11,13,17,44,55,77,124,287,517
(11.00;7.22)=,9,11,13,16,43,52,71,111,257,478
(11.00;8.11)=,9,10,12,15,40,48,61,89,192,292
(11.00;9.00)=,8,9,11,13,38,43,51,64,122,49
 01/30 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,6,7,7,9,10,13,17,24,36,28
(11.00;1.89)=,6,7,8,10,12,17,25,41,83,148
(11.00;2.78)=,7,8,9,11,15,21,33,61,141,329
(11.00;3.67)=,7,8,10,12,16,24,40,75,176,397
(11.00;4.56)=,7,8,10,13,17,26,44,83,202,400
(11.00;5.44)=,7,8,10,13,18,27,45,84,204,400
(11.00;6.33)=,7,8,10,13,17,26,43,80,196,396
(11.00;7.22)=,7,8,10,12,16,23,38,69,171,362
(11.00;8.11)=,7,8,9,11,14,20,30,51,118,203
(11.00;9.00)=,6,7,8,10,12,16,22,33,63,41
 01/30 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,13,15,19,26,36,52,41
(11.00;1.89)=,10,11,12,15,19,25,37,61,122,217
(11.00;2.78)=,10,11,13,17,22,31,49,91,211,494
(11.00;3.67)=,10,12,14,18,25,36,60,113,266,581
(11.00;4.56)=,11,12,15,19,26,39,66,125,287,592
(11.00;5.44)=,11,13,15,20,27,41,68,128,291,592
(11.00;6.33)=,11,13,15,20,27,39,66,123,281,586
(11.00;7.22)=,11,12,15,19,25,36,58,107,244,536
(11.00;8.11)=,10,12,14,17,22,31,47,80,164,300
(11.00;9.00)=,10,11,13,15,19,25,35,52,81,70
 01/30 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,12,13,15,19,23,31,43,62,49
(11.00;1.89)=,11,13,15,18,22,30,44,73,145,257
(11.00;2.78)=,12,14,16,20,26,37,59,108,251,589
(11.00;3.67)=,13,15,17,22,29,43,71,135,317,694
(11.00;4.56)=,13,15,18,23,32,47,79,150,343,708
(11.00;5.44)=,13,15,19,24,33,49,82,154,348,709
(11.00;6.33)=,13,15,18,24,32,47,79,147,336,702
(11.00;7.22)=,13,15,18,23,30,43,70,129,293,642
(11.00;8.11)=,13,14,17,21,27,37,57,97,199,363
(11.00;9.00)=,12,14,16,19,23,30,43,63,99,86
 01/30 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,10,11,12,14,16,21,28,39,56,45
(11.00;1.89)=,10,11,13,16,20,26,39,65,130,233
(11.00;2.78)=,11,12,14,18,23,32,52,95,221,518
(11.00;3.67)=,11,13,15,19,26,38,62,118,277,606
(11.00;4.56)=,11,13,16,20,28,41,69,130,298,618
(11.00;5.44)=,12,13,16,21,28,42,71,133,302,619
(11.00;6.33)=,12,13,16,20,28,41,68,127,291,613
(11.00;7.22)=,11,13,16,20,26,37,60,110,252,557
(11.00;8.11)=,11,13,15,18,23,32,49,83,169,308
(11.00;9.00)=,11,12,14,16,20,26,36,53,83,73
 01/30 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,14,16,18,21,27,35,49,70,56
(11.00;1.89)=,13,15,17,21,26,34,50,83,163,287
(11.00;2.78)=,14,16,19,23,30,42,67,122,282,658
(11.00;3.67)=,15,17,20,25,34,50,82,154,358,781
(11.00;4.56)=,15,18,21,27,37,55,91,171,389,799
(11.00;5.44)=,15,18,22,28,38,57,94,176,396,800
(11.00;6.33)=,15,18,22,28,38,55,91,170,383,793
(11.00;7.22)=,15,18,21,27,35,51,82,149,335,725
(11.00;8.11)=,15,17,20,25,32,44,67,114,230,416
